,Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
1807,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,6927,CTS
1808,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,792,CTS
1809,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,75234,CTS
1810,CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,652,CTS
1811,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,11169,CTS
1812,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,102472,CTS
1813,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,7156,CTS
1814,CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,179,CTS
1815,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,3701,CTS
1816,DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,122341,CTS
1817,DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,733,CTS
1818,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1884,CTS
1819,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,2892,CTS/NGO
1820,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,10032,CTS
1821,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,6266,CTS
1822,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,20252,CTS
1823,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,74,CTS
1824,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1663,CTS
1825,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,353899,CTS
1826,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,466139,CTS
1827,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,891,CTS
1828,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,3552,CTS
1829,GHA,Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,50939,CTS
1830,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1186,CTS
1831,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1978,CTS
1832,GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,21455,CTS
1833,GUY,Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,857,CTS
1834,HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4301,CTS
1835,HND,Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,2589,CTS
1836,HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,727,CTS
1837,IDN,Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,8445,CTS
1838,IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4874,CTS
1839,ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,120,CTS
1840,ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,7417,CTS
1841,ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,59660,CTS
1842,JAM,Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,3298,CTS
1843,JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,657,CTS
1844,JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,18145,CTS/MoI
1845,KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,22365,CTS
1846,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,179,CTS
1847,KOR,Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,28453,CTS
1848,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1280,CTS
1849,LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,60,CTS
1850,LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,126,CTS
1851,LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,548,CTS
1852,LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,549,CTS
1853,MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,6,CTS
1854,MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,51702,CTS
1855,MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,96658,CTS
1856,MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,148,CTS
1857,MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,171,CTS
1858,MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,118,CTS
1859,MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,370,CTS
1860,MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,271,CTS
1861,MYS,Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4063,CTS
1862,NAM,Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,9465,CTS
1863,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4570,CTS
1864,NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1571,CTS
1865,NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,47819,CTS
1866,OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,17,CTS
1867,PAK,Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,29696,CTS
1868,PAN,Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4657,CTS
1869,PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,2685,CTS
1870,POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4815,CTS
1871,PRI,Puerto Rico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,3555,CTS
1872,PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,629,CTS
1873,PRY,Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,578,CTS
1874,PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,708,CTS
1875,QAT,Qatar,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,11,CTS/MoI
1876,ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,182,CTS
1877,SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,446,CTS
1878,SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,5752,CTS
1879,SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,5261,CTS
1880,SUR,Suriname,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,591,CTS
1881,SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1131,CTS
1882,SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,116,CTS
1883,SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4813,CTS
1884,SWZ,Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,4198,CTS
1885,THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,9416,CTS
1886,URY,Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,591,CTS
1887,USA,United States of America,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,"943774,4737",CTS
1888,UZB,Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,1319,CTS
1889,VAT,Holy See,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,0,CTS
1890,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,423,CTS/NGO
1891,XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,Counts,316,CTS
1892,ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,153,CTS
1893,ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,203,CTS
1894,ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,166984,CTS
1895,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,3,CTS
1896,AUS,Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,75635,CTS
1897,AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,4324,CTS
1898,BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,3131,CTS
1899,BHS,Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,3602,CTS
1900,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,505,CTS
1901,BLZ,Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,1258,CTS/MoI
1902,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,9795,CTS
1903,BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,919,CTS
1904,CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,80586,CTS
1905,CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,763,CTS
1906,CHL,Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,16568,CTS
1907,COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,129515,CTS
1908,CRI,Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,7482,CTS
1909,CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,177,CTS
1910,CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,4171,CTS
1911,DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,144663,CTS
1912,DMA,Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,742,CTS
1913,DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,2158,CTS
1914,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,3125,CTS/NGO
1915,DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,17567,CTS
1916,ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,6672,CTS
1917,ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,20252,CTS
1918,EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,58,CTS
1919,FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,1726,CTS
1920,FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,391833,CTS
1921,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,566603,CTS
1922,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,862,CTS
1923,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,3187,CTS
1924,GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,1333,CTS
1925,GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2022,Counts,2246,CTS
