country,region,subregion,indicator,dimension,category,sex,year,unit_of_measurement,value,source,porcentaje
Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",9.166756266,CTS,0.0092
Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",3.826036759,CTS/DMDB,0.0038
Uruguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",19.68453994,CTS,0.0197
United States of America,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",274.3047874,CTS,0.2743
Uzbekistan,Asia,Central Asia,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",3.209386585,CTS,0.0032
Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",528.5164743,CTS/NGO,0.5285
Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2020,"Rate per 100,000 population",16.40032106,CTS,0.0164
Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",5.709861947,CTS,0.0057
United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",1.548294234,CTS,0.0015
Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",340.5652964,CTS,0.3406
Australia,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",289.0156351,CTS,0.289
Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",40.461408,CTS,0.0405
Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",3.190150831,CTS,0.0032
Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",500.4728104,CTS,0.5005
Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",40.05304778,CTS,0.0401
Bahamas,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",772.4828422,CTS,0.7725
Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",23.08202864,CTS,0.0231
Belize,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",251.2305296,CTS/MoI,0.2512
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",57.34522171,CTS,0.0573
Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",281.6505719,CTS,0.2817
Canada,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",197.179862,CTS,0.1972
Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",7.501662274,CTS,0.0075
Chile,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",57.29694763,CTS,0.0573
Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",198.9107891,CTS,0.1989
Costa Rica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",138.844775,CTS,0.1388
Cyprus,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",14.3868933,CTS,0.0144
Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",35.21156576,CTS,0.0352
Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",146.6768007,CTS,0.1467
Dominica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",1012.256171,CTS,1.0123
Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",32.18179778,CTS,0.0322
Dominican Republic,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",26.01216743,CTS/NGO,0.026
Algeria,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",22.70815121,CTS,0.0227
Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",35.20672319,CTS,0.0352
Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",42.64751979,CTS,0.0426
Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",5.569349312,CTS,0.0056
Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",30.03978329,CTS,0.03
France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",548.4132666,CTS,0.5484
United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",782.1446205,CTS,0.7821
United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",46.81672539,CTS,0.0468
United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",64.81870107,CTS,0.0648
Ghana,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",155.145591,CTS,0.1551
Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",11.3543184,CTS,0.0114
Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",1587.35254,CTS,1.5874
Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",121.8446744,CTS,0.1218
Guyana,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",106.5169215,CTS,0.1065
"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",57.38814682,CTS,0.0574
Honduras,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",25.18887767,CTS,0.0252
Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",17.90580414,CTS,0.0179
Indonesia,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",3.084895547,CTS,0.0031
Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",97.74339891,CTS,0.0977
Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",32.4030945,CTS,0.0324
Israel,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",83.3365262,CTS,0.0833
Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",100.7084194,CTS,0.1007
Jamaica,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",116.6320979,CTS,0.1166
Jordan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",5.893286838,CTS,0.0059
Japan,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",14.56113591,CTS/MoI,0.0146
Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",42.19364387,CTS,0.0422
Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",375.9990758,CTS,0.376
Republic of Korea,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",54.8966307,CTS,0.0549
Saint Lucia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",712.490572,CTS,0.7125
Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",153.690493,CTS,0.1537
Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",4.521556521,CTS,0.0045
Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",85.71593925,CTS,0.0857
Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",29.29689063,CTS,0.0293
"China, Macao Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",0.87386234,CTS,0.0009
Morocco,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",139.4464997,CTS,0.1394
Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",76.28577777,CTS,0.0763
North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",7.036461231,CTS,0.007
Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",32.4633411,CTS,0.0325
Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",18.79404356,CTS,0.0188
Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",11.05209029,CTS,0.0111
Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",20.8635669,CTS,0.0209
Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",12.10167167,CTS,0.0121
Namibia,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",374.0883449,CTS,0.3741
Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",26.11175511,CTS,0.0261
Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",29.076326,CTS,0.0291
New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",932.1936758,CTS,0.9322
Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",0.376067007,CTS,0.0004
Pakistan,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",12.83307188,CTS,0.0128
Panama,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",107.0262983,CTS,0.107
Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",7.963702836,CTS,0.008
Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",12.56926605,CTS,0.0126
Puerto Rico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",109.1821078,CTS,0.1092
Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",6.112669621,CTS,0.0061
Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",8.621976882,CTS,0.0086
State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",13.79205017,CTS,0.0138
Qatar,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",0.409190417,CTS/MoI,0.0004
Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",0.941611791,CTS,0.0009
Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",7.507076598,CTS,0.0075
El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",91.0967209,CTS,0.0911
Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,2021,"Rate per 100,000 population",72.10040499,CTS,0.0721
